contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration
SPXW260206C03000000,2026-01-12 15:50:53+00:00,3000.0,3963.76,3931.0,3949.2,0.0,0.0,,1.0,2.0293018017578124,True,REGULAR,USD,call,2026-02-06
SPXW260206C03400000,2026-01-22 20:17:53+00:00,3400.0,3522.15,3534.3,3552.4,0.0,0.0,,4.0,2.0333301119995117,True,REGULAR,USD,call,2026-02-06
SPXW260206C04000000,2026-01-22 18:03:05+00:00,4000.0,2935.01,2926.1,2947.1,0.0,0.0,71.0,130.0,1.7470715771484375,True,REGULAR,USD,call,2026-02-06
SPXW260206C04400000,2026-01-29 18:35:34+00:00,4400.0,2533.54,2526.3,2547.5,0.0,0.0,,1.0,1.4854762054443358,True,REGULAR,USD,call,2026-02-06
SPXW260206C04600000,2026-01-29 16:09:31+00:00,4600.0,2283.8,2332.3,2350.4,0.0,0.0,,1.0,1.1394085998535157,True,REGULAR,USD,call,2026-02-06
SPXW260206C05000000,2026-01-30 16:50:39+00:00,5000.0,1937.66,1935.7,1948.9,-49.21997,-2.4772494,1.0,811.0,0.9700930725097656,True,REGULAR,USD,call,2026-02-06
SPXW260206C05100000,2026-01-02 19:40:24+00:00,5100.0,1781.13,1826.9,1848.8,0.0,0.0,1.0,1.0,1.0791672018432616,True,REGULAR,USD,call,2026-02-06
SPXW260206C05200000,2026-01-29 14:44:10+00:00,5200.0,1766.08,1732.8,1750.9,0.0,0.0,,1.0,0.8494277752685546,True,REGULAR,USD,call,2026-02-06
SPXW260206C05300000,2026-01-29 16:55:38+00:00,5300.0,1614.38,1627.9,1645.7,0.0,0.0,,16.0,0.9044809356689454,True,REGULAR,USD,call,2026-02-06
SPXW260206C05400000,2026-01-30 16:57:08+00:00,5400.0,1536.37,1531.2,1548.4,14.5,0.9527752,1.0,2.0,0.6425816992187501,True,REGULAR,USD,call,2026-02-06
SPXW260206C05450000,2026-01-29 16:45:16+00:00,5450.0,1463.38,1477.3,1498.0,0.0,0.0,2.0,2.0,0.8641981353759765,True,REGULAR,USD,call,2026-02-06
SPXW260206C05500000,2026-01-05 14:30:05+00:00,5500.0,1410.63,1430.4,1448.5,0.0,0.0,,1.0,0.5632367895507813,True,REGULAR,USD,call,2026-02-06
SPXW260206C05550000,2026-01-29 17:11:59+00:00,5550.0,1375.51,1377.9,1396.0,0.0,0.0,,2.0,0.7750571810913086,True,REGULAR,USD,call,2026-02-06
SPXW260206C05600000,2026-01-15 15:04:43+00:00,5600.0,1377.33,1333.2,1351.2,0.0,0.0,,1.0,0.6640048248291017,True,REGULAR,USD,call,2026-02-06
SPXW260206C05725000,2026-01-23 17:10:46+00:00,5725.0,1205.89,1205.0,1223.1,0.0,0.0,1.0,1.0,0.714144704284668,True,REGULAR,USD,call,2026-02-06
SPXW260206C05750000,2026-01-29 15:33:05+00:00,5750.0,1160.21,1183.1,1201.2,0.0,0.0,,1.0,0.5905802661132813,True,REGULAR,USD,call,2026-02-06
SPXW260206C05800000,2026-01-16 15:44:47+00:00,5800.0,1144.09,1127.6,1148.7,0.0,0.0,1.0,1.0,0.6813844117736818,True,REGULAR,USD,call,2026-02-06
SPXW260206C05850000,2026-01-30 14:46:06+00:00,5850.0,1098.51,1085.1,1102.4,0.0,0.0,1.0,0.0,0.578403874206543,True,REGULAR,USD,call,2026-02-06
SPXW260206C05950000,2026-01-02 17:30:07+00:00,5950.0,926.9,986.4,1004.5,0.0,0.0,5.0,5.0,0.5569502313232424,True,REGULAR,USD,call,2026-02-06
SPXW260206C05975000,2026-01-28 14:42:53+00:00,5975.0,1028.96,956.0,974.0,0.0,0.0,3.0,6.0,0.5898478515625001,True,REGULAR,USD,call,2026-02-06
SPXW260206C06000000,2026-01-29 15:01:32+00:00,6000.0,934.59,939.8,949.0,0.0,0.0,1.0,1767.0,0.515355188293457,True,REGULAR,USD,call,2026-02-06
SPXW260206C06025000,2026-01-07 16:12:50+00:00,6025.0,948.78,907.7,925.8,0.0,0.0,5.0,3.0,0.5816997396850586,True,REGULAR,USD,call,2026-02-06
SPXW260206C06050000,2026-01-30 14:50:03+00:00,6050.0,902.93,883.8,901.7,8.070007,0.90181786,4.0,2.0,0.5765575791931152,True,REGULAR,USD,call,2026-02-06
SPXW260206C06090000,2026-01-30 14:50:03+00:00,6090.0,863.76,843.9,862.0,-39.369995,-4.3592834,3.0,7.0,0.5569044554138185,True,REGULAR,USD,call,2026-02-06
SPXW260206C06100000,2026-01-30 20:04:41+00:00,6100.0,835.2,833.9,851.8,-6.709961,-0.7969927,1.0,11.0,0.5494734994506837,True,REGULAR,USD,call,2026-02-06
SPXW260206C06140000,2026-01-29 16:40:13+00:00,6140.0,774.95,794.0,812.1,0.0,0.0,,55.0,0.52969830657959,True,REGULAR,USD,call,2026-02-06
SPXW260206C06150000,2026-01-29 17:32:11+00:00,6150.0,792.41,783.8,801.9,0.0,0.0,6.0,6.0,0.5223283851623535,True,REGULAR,USD,call,2026-02-06
SPXW260206C06160000,2026-01-29 16:40:13+00:00,6160.0,754.8,771.3,789.4,0.0,0.0,,54.0,0.49370318313598643,True,REGULAR,USD,call,2026-02-06
SPXW260206C06175000,2026-01-30 17:09:39+00:00,6175.0,744.87,758.5,776.1,-37.650024,-4.811382,5.0,6.0,0.5013019841003419,True,REGULAR,USD,call,2026-02-06
SPXW260206C06200000,2026-01-30 19:00:59+00:00,6200.0,746.09,733.9,752.0,57.610046,8.367716,18.0,39.0,0.495122236328125,True,REGULAR,USD,call,2026-02-06
SPXW260206C06220000,2026-01-30 18:40:26+00:00,6220.0,695.21,711.5,729.6,0.0,0.0,10.0,0.0,0.4629417720031738,True,REGULAR,USD,call,2026-02-06
SPXW260206C06250000,2026-01-29 17:15:31+00:00,6250.0,688.0,678.8,699.2,0.0,0.0,2.0,37.0,0.442937699584961,True,REGULAR,USD,call,2026-02-06
SPXW260206C06260000,2026-01-30 15:01:07+00:00,6260.0,683.94,671.6,689.7,0.0,0.0,1.0,0.0,0.4420069227600098,True,REGULAR,USD,call,2026-02-06
SPXW260206C06270000,2026-01-30 17:05:27+00:00,6270.0,652.78,663.7,681.3,0.0,0.0,1.0,0.0,0.4500940000915527,True,REGULAR,USD,call,2026-02-06
SPXW260206C06280000,2026-01-30 15:33:22+00:00,6280.0,663.98,660.8,667.6,0.0,0.0,2.0,0.0,0.411688012084961,True,REGULAR,USD,call,2026-02-06
SPXW260206C06290000,2026-01-30 18:26:06+00:00,6290.0,624.57,649.8,657.1,0.0,0.0,10.0,0.0,0.40146472564697266,True,REGULAR,USD,call,2026-02-06
SPXW260206C06300000,2026-01-30 18:26:06+00:00,6300.0,614.67,639.1,645.4,-35.25,-5.4237447,14.0,15.0,0.3781800463867187,True,REGULAR,USD,call,2026-02-06
SPXW260206C06350000,2025-12-26 14:38:04+00:00,6350.0,632.55,585.2,592.7,0.0,0.0,1.0,1.0,0.3188849850463866,True,REGULAR,USD,call,2026-02-06
SPXW260206C06400000,2025-12-26 19:27:46+00:00,6400.0,573.43,535.9,544.0,0.0,0.0,5.0,5.0,0.3118507536315917,True,REGULAR,USD,call,2026-02-06
SPXW260206C06420000,2026-01-26 15:53:02+00:00,6420.0,547.33,520.6,527.6,0.0,0.0,4.0,4.0,0.33721060745239256,True,REGULAR,USD,call,2026-02-06
SPXW260206C06450000,2026-01-20 09:56:41+00:00,6450.0,407.82,489.8,496.2,0.0,0.0,1.0,2.0,0.30902790588378903,True,REGULAR,USD,call,2026-02-06
SPXW260206C06475000,2026-01-21 17:58:43+00:00,6475.0,385.57,466.9,473.7,0.0,0.0,,61.0,0.3162299822998046,True,REGULAR,USD,call,2026-02-06
SPXW260206C06500000,2026-01-30 16:29:11+00:00,6500.0,441.8,443.2,449.4,-7.700012,-1.7130172,3.0,89.0,0.30750204223632804,True,REGULAR,USD,call,2026-02-06
SPXW260206C06520000,2026-01-23 17:44:56+00:00,6520.0,408.27,421.7,428.7,0.0,0.0,4.0,3.0,0.2914346980285643,True,REGULAR,USD,call,2026-02-06
SPXW260206C06525000,2026-01-13 19:41:03+00:00,6525.0,460.63,418.3,424.5,0.0,0.0,,50.0,0.29422702850341786,True,REGULAR,USD,call,2026-02-06
SPXW260206C06530000,2026-01-30 17:40:00+00:00,6530.0,403.18,411.9,418.2,7.0700073,1.7848597,4.0,4.0,0.28232529205322265,True,REGULAR,USD,call,2026-02-06
SPXW260206C06540000,2026-01-08 17:50:06+00:00,6540.0,426.39,403.2,409.8,0.0,0.0,1.0,2.0,0.28780314254760736,True,REGULAR,USD,call,2026-02-06
SPXW260206C06550000,2026-01-23 14:59:12+00:00,6550.0,377.4,392.7,399.6,0.0,0.0,2.0,4.0,0.2808299456787109,True,REGULAR,USD,call,2026-02-06
SPXW260206C06560000,2026-01-08 17:50:06+00:00,6560.0,407.96,383.3,390.3,0.0,0.0,1.0,2.0,0.27965503067016595,True,REGULAR,USD,call,2026-02-06
SPXW260206C06570000,2026-01-30 15:50:31+00:00,6570.0,394.63,373.5,380.4,46.53,13.366848,1.0,1.0,0.2745510167694092,True,REGULAR,USD,call,2026-02-06
SPXW260206C06575000,2026-01-29 14:57:37+00:00,6575.0,387.14,366.8,373.2,0.0,0.0,,2.0,0.2574613439178467,True,REGULAR,USD,call,2026-02-06
SPXW260206C06580000,2025-12-19 16:09:11+00:00,6580.0,335.8,359.8,366.9,0.0,0.0,12.0,12.0,0.24556723678588865,True,REGULAR,USD,call,2026-02-06
SPXW260206C06600000,2026-01-30 18:07:32+00:00,6600.0,331.7,343.0,349.3,-27.909973,-7.7611785,1.0,61.0,0.2505568109130859,True,REGULAR,USD,call,2026-02-06
SPXW260206C06605000,2026-01-21 18:26:13+00:00,6605.0,264.25,337.3,344.1,0.0,0.0,,7.0,0.24646749633789064,True,REGULAR,USD,call,2026-02-06
SPXW260206C06620000,2025-12-17 14:57:28+00:00,6620.0,291.63,320.9,328.0,0.0,0.0,,5.0,0.23102575622558597,True,REGULAR,USD,call,2026-02-06
SPXW260206C06625000,2026-01-14 10:47:30+00:00,6625.0,352.34,320.2,326.5,0.0,0.0,13.0,9.0,0.2488936195373535,True,REGULAR,USD,call,2026-02-06
SPXW260206C06630000,2025-12-31 19:34:45+00:00,6630.0,303.08,310.8,318.6,0.0,0.0,1.0,1.0,0.2291642025756836,True,REGULAR,USD,call,2026-02-06
SPXW260206C06635000,2026-01-21 19:28:22+00:00,6635.0,262.1,309.8,316.0,0.0,0.0,,0.0,0.24021145538330074,True,REGULAR,USD,call,2026-02-06
SPXW260206C06640000,2026-01-21 19:29:21+00:00,6640.0,270.9,304.3,311.0,0.0,0.0,4.0,7.0,0.23725890922546386,True,REGULAR,USD,call,2026-02-06
SPXW260206C06650000,2026-01-30 18:16:29+00:00,6650.0,273.09,295.8,302.2,-18.309998,-6.283458,6.0,405.0,0.237663263092041,True,REGULAR,USD,call,2026-02-06
SPXW260206C06655000,2026-01-20 20:43:37+00:00,6655.0,207.43,291.8,298.5,0.0,0.0,,1.0,0.24118800811767577,True,REGULAR,USD,call,2026-02-06
SPXW260206C06675000,2026-01-30 16:13:56+00:00,6675.0,278.02,272.6,279.0,7.789978,2.8827212,1.0,2.0,0.23120123054504396,True,REGULAR,USD,call,2026-02-06
SPXW260206C06680000,2026-01-30 16:24:35+00:00,6680.0,260.16,268.3,274.2,-32.399994,-11.07465,1.0,20.0,0.22901161621093752,True,REGULAR,USD,call,2026-02-06
SPXW260206C06685000,2026-01-29 16:15:55+00:00,6685.0,237.55,263.9,270.2,0.0,0.0,,1.0,0.23043829872131347,True,REGULAR,USD,call,2026-02-06
SPXW260206C06690000,2026-01-29 15:27:06+00:00,6690.0,254.45,258.8,264.8,0.0,0.0,1.0,11.0,0.22544872459411622,True,REGULAR,USD,call,2026-02-06
SPXW260206C06695000,2026-01-26 20:19:33+00:00,6695.0,282.18,253.8,260.3,0.0,0.0,4.0,8.0,0.22449505981445309,True,REGULAR,USD,call,2026-02-06
SPXW260206C06700000,2026-01-30 19:06:34+00:00,6700.0,261.66,247.3,253.6,53.949997,25.973711,4.0,62.0,0.21364616928100588,True,REGULAR,USD,call,2026-02-06
SPXW260206C06705000,2026-01-23 17:07:38+00:00,6705.0,246.2,243.4,249.4,0.0,0.0,6.0,3.0,0.2140962990570068,True,REGULAR,USD,call,2026-02-06
SPXW260206C06710000,2026-01-29 20:29:25+00:00,6710.0,247.6,238.9,245.4,0.0,0.0,6.0,26.0,0.21527121406555175,True,REGULAR,USD,call,2026-02-06
SPXW260206C06715000,2026-01-23 16:13:29+00:00,6715.0,241.6,234.6,241.0,0.0,0.0,6.0,1.0,0.21458457542419432,True,REGULAR,USD,call,2026-02-06
SPXW260206C06720000,2026-01-23 17:44:56+00:00,6720.0,222.84,229.4,235.4,0.0,0.0,4.0,8.0,0.20877866424560543,True,REGULAR,USD,call,2026-02-06
SPXW260206C06725000,2026-01-30 16:21:27+00:00,6725.0,219.83,225.1,231.3,20.11,10.069097,4.0,26.0,0.20927456993103025,True,REGULAR,USD,call,2026-02-06
SPXW260206C06730000,2026-01-29 15:47:51+00:00,6730.0,195.42,220.0,226.4,0.0,0.0,1.0,3.0,0.20637542900085445,True,REGULAR,USD,call,2026-02-06
SPXW260206C06735000,2026-01-30 17:40:00+00:00,6735.0,208.53,215.9,222.1,32.800003,18.664999,8.0,6.0,0.20587189399719236,True,REGULAR,USD,call,2026-02-06
SPXW260206C06740000,2026-01-28 19:41:47+00:00,6740.0,248.79,210.9,216.9,0.0,0.0,1.0,6.0,0.20172154487609864,True,REGULAR,USD,call,2026-02-06
SPXW260206C06745000,2026-01-30 20:33:44+00:00,6745.0,200.72,206.4,212.4,19.570007,10.803206,1.0,8.0,0.20032537963867186,True,REGULAR,USD,call,2026-02-06
SPXW260206C06750000,2026-01-30 19:06:34+00:00,6750.0,215.27,201.9,207.8,20.580002,10.570652,4.0,85.0,0.1984714553070068,True,REGULAR,USD,call,2026-02-06
SPXW260206C06755000,2026-01-28 18:16:00+00:00,6755.0,240.05,199.5,205.7,0.0,0.0,2.0,22.0,0.20586426467895508,True,REGULAR,USD,call,2026-02-06
SPXW260206C06760000,2026-01-22 15:22:26+00:00,6760.0,187.75,192.9,198.9,0.0,0.0,1.0,34.0,0.19574015937805175,True,REGULAR,USD,call,2026-02-06
SPXW260206C06765000,2026-01-28 15:15:24+00:00,6765.0,243.06,190.3,196.3,0.0,0.0,1.0,12.0,0.20093572509765623,True,REGULAR,USD,call,2026-02-06
SPXW260206C06770000,2026-01-27 20:54:34+00:00,6770.0,232.05,185.9,191.9,0.0,0.0,11.0,34.0,0.19946326667785644,True,REGULAR,USD,call,2026-02-06
SPXW260206C06775000,2026-01-30 18:46:30+00:00,6775.0,167.76,179.9,185.6,6.0399933,3.734846,5.0,131.0,0.19129989616394044,True,REGULAR,USD,call,2026-02-06
SPXW260206C06780000,2026-01-29 17:42:40+00:00,6780.0,176.13,177.2,183.0,0.0,0.0,1.0,26.0,0.1959766682434082,True,REGULAR,USD,call,2026-02-06
SPXW260206C06785000,2026-01-30 19:26:27+00:00,6785.0,180.17,171.6,177.6,-28.180008,-13.525321,9.0,17.0,0.19094131820678711,True,REGULAR,USD,call,2026-02-06
SPXW260206C06790000,2026-01-30 18:26:26+00:00,6790.0,149.24,168.8,174.6,-24.439987,-14.07185,4.0,21.0,0.19388623504638675,True,REGULAR,USD,call,2026-02-06
SPXW260206C06795000,2026-01-30 18:21:06+00:00,6795.0,138.15,163.1,169.0,-65.36,-32.11636,5.0,17.0,0.18815661705017087,True,REGULAR,USD,call,2026-02-06
SPXW260206C06800000,2026-01-30 19:06:34+00:00,6800.0,170.63,160.5,166.1,5.3099976,3.211951,11.0,179.0,0.19113205116271972,True,REGULAR,USD,call,2026-02-06
SPXW260206C06805000,2026-01-30 15:20:01+00:00,6805.0,171.98,156.2,161.4,43.14,33.48339,3.0,92.0,0.18821765159606932,True,REGULAR,USD,call,2026-02-06
SPXW260206C06810000,2026-01-30 19:00:59+00:00,6810.0,155.87,150.8,156.2,30.729996,24.556494,10.0,130.0,0.18370109519958497,True,REGULAR,USD,call,2026-02-06
SPXW260206C06815000,2026-01-30 09:56:58+00:00,6815.0,131.3,147.5,153.1,-53.92,-29.111326,2.0,77.0,0.18563894203186035,True,REGULAR,USD,call,2026-02-06
SPXW260206C06820000,2026-01-30 20:49:59+00:00,6820.0,151.04,142.7,147.9,2.569992,1.7309841,609.0,638.0,0.1810460924530029,True,REGULAR,USD,call,2026-02-06
SPXW260206C06825000,2026-01-30 20:45:03+00:00,6825.0,138.51,140.7,146.4,22.189995,19.076681,17.0,60.0,0.18743183181762696,True,REGULAR,USD,call,2026-02-06
SPXW260206C06830000,2026-01-30 18:15:00+00:00,6830.0,121.01,135.3,140.9,-3.7399979,-2.9979942,8.0,73.0,0.18184335620880127,True,REGULAR,USD,call,2026-02-06
SPXW260206C06835000,2026-01-30 15:47:01+00:00,6835.0,151.31,129.9,135.4,-5.5899963,-3.5627766,29.0,26.0,0.17624343662261965,True,REGULAR,USD,call,2026-02-06
SPXW260206C06840000,2026-01-30 10:45:21+00:00,6840.0,119.5,127.5,132.9,13.809998,13.066513,8.0,77.0,0.1792303147125244,True,REGULAR,USD,call,2026-02-06
SPXW260206C06845000,2026-01-30 17:52:41+00:00,6845.0,115.94,123.5,129.0,-41.95999,-26.573776,11.0,37.0,0.17806302902221682,True,REGULAR,USD,call,2026-02-06
SPXW260206C06850000,2026-01-30 20:27:16+00:00,6850.0,111.29,121.3,122.8,-20.769997,-15.727698,46.0,651.0,0.170380305557251,True,REGULAR,USD,call,2026-02-06
SPXW260206C06855000,2026-01-30 18:41:02+00:00,6855.0,100.5,114.7,119.3,7.800003,8.414243,7.0,202.0,0.1701895726013184,True,REGULAR,USD,call,2026-02-06
SPXW260206C06860000,2026-01-30 20:31:24+00:00,6860.0,106.85,109.9,115.2,-13.720001,-11.379283,293.0,99.0,0.1682288378143311,True,REGULAR,USD,call,2026-02-06
SPXW260206C06865000,2026-01-30 20:49:59+00:00,6865.0,114.82,110.2,110.7,-10.919998,-8.684586,13.0,83.0,0.16509318801879885,True,REGULAR,USD,call,2026-02-06
SPXW260206C06870000,2026-01-30 20:10:35+00:00,6870.0,99.51,105.8,106.2,-10.889999,-9.86413,89.0,171.0,0.16188124504089355,True,REGULAR,USD,call,2026-02-06
SPXW260206C06875000,2026-01-30 20:45:42+00:00,6875.0,101.13,102.6,103.0,-20.940002,-17.154095,63.0,552.0,0.1620376460647583,True,REGULAR,USD,call,2026-02-06
SPXW260206C06880000,2026-01-30 20:45:06+00:00,6880.0,96.28,98.7,99.1,-17.940002,-15.706533,208.0,175.0,0.16021423900604248,True,REGULAR,USD,call,2026-02-06
SPXW260206C06885000,2026-01-30 20:16:16+00:00,6885.0,84.7,94.8,95.2,-13.100006,-13.394689,181.0,149.0,0.15828020683288577,True,REGULAR,USD,call,2026-02-06
SPXW260206C06890000,2026-01-30 20:28:39+00:00,6890.0,81.9,90.1,90.5,-25.0,-23.386341,39.0,201.0,0.15417563362121584,True,REGULAR,USD,call,2026-02-06
SPXW260206C06895000,2026-01-30 20:51:00+00:00,6895.0,90.6,87.9,88.4,0.049995422,0.055213053,44.0,79.0,0.1566132007980347,True,REGULAR,USD,call,2026-02-06
SPXW260206C06900000,2026-01-30 20:53:53+00:00,6900.0,80.7,84.2,84.6,-22.480003,-21.78717,208.0,595.0,0.1545647288513184,True,REGULAR,USD,call,2026-02-06
SPXW260206C06905000,2026-01-30 20:49:59+00:00,6905.0,85.2,80.5,80.9,-15.800003,-15.643567,674.0,732.0,0.15264976997375493,True,REGULAR,USD,call,2026-02-06
SPXW260206C06910000,2026-01-30 20:45:24+00:00,6910.0,76.3,76.9,77.3,-19.419998,-20.288338,206.0,149.0,0.150849250869751,True,REGULAR,USD,call,2026-02-06
SPXW260206C06915000,2026-01-30 20:45:24+00:00,6915.0,72.9,74.1,74.5,-18.419998,-20.170826,378.0,236.0,0.15089502677917485,True,REGULAR,USD,call,2026-02-06
SPXW260206C06920000,2026-01-30 20:53:10+00:00,6920.0,70.68,70.4,70.9,-8.32,-10.531646,475.0,227.0,0.14881603755950928,True,REGULAR,USD,call,2026-02-06
SPXW260206C06925000,2026-01-30 20:54:53+00:00,6925.0,65.0,67.4,67.8,-22.230003,-25.484354,688.0,735.0,0.14782041152954106,True,REGULAR,USD,call,2026-02-06
SPXW260206C06930000,2026-01-30 20:51:57+00:00,6930.0,66.28,64.0,64.4,-10.32,-13.472585,391.0,459.0,0.14593596992492672,True,REGULAR,USD,call,2026-02-06
SPXW260206C06935000,2026-01-30 20:54:48+00:00,6935.0,57.7,61.0,61.4,-15.380001,-21.045431,342.0,175.0,0.14487549468994143,True,REGULAR,USD,call,2026-02-06
SPXW260206C06940000,2026-01-30 20:54:42+00:00,6940.0,54.61,57.0,57.6,-19.010002,-25.82179,432.0,543.0,0.14169788364410402,False,REGULAR,USD,call,2026-02-06
SPXW260206C06945000,2026-01-30 20:55:49+00:00,6945.0,55.4,54.7,55.1,-16.439995,-22.884182,897.0,591.0,0.14153385330200197,False,REGULAR,USD,call,2026-02-06
SPXW260206C06950000,2026-01-30 20:56:43+00:00,6950.0,51.2,51.8,52.1,-14.799999,-22.42424,1032.0,4633.0,0.1399774723815918,False,REGULAR,USD,call,2026-02-06
SPXW260206C06955000,2026-01-30 20:56:43+00:00,6955.0,48.3,48.9,49.2,-8.84,-15.470774,365.0,130.0,0.1384897553253174,False,REGULAR,USD,call,2026-02-06
SPXW260206C06960000,2026-01-30 20:57:09+00:00,6960.0,46.0,45.9,46.2,-13.369999,-22.519789,721.0,520.0,0.1365709817886353,False,REGULAR,USD,call,2026-02-06
SPXW260206C06965000,2026-01-30 20:52:50+00:00,6965.0,43.1,43.0,43.4,-15.200001,-26.072044,342.0,645.0,0.13495738098144533,False,REGULAR,USD,call,2026-02-06
SPXW260206C06970000,2026-01-30 20:54:40+00:00,6970.0,38.3,40.5,40.9,-14.889999,-27.993984,471.0,872.0,0.13389690574646,False,REGULAR,USD,call,2026-02-06
SPXW260206C06975000,2026-01-30 20:57:11+00:00,6975.0,37.8,37.9,38.3,-15.73,-29.385391,590.0,1355.0,0.13239011539459233,False,REGULAR,USD,call,2026-02-06
SPXW260206C06980000,2026-01-30 20:54:51+00:00,6980.0,33.2,35.5,35.9,-14.16,-29.89865,420.0,902.0,0.1311808684539795,False,REGULAR,USD,call,2026-02-06
SPXW260206C06985000,2026-01-30 20:56:49+00:00,6985.0,33.21,32.5,32.9,-15.190002,-31.384302,943.0,940.0,0.12822069297790525,False,REGULAR,USD,call,2026-02-06
SPXW260206C06990000,2026-01-30 20:50:02+00:00,6990.0,34.5,30.4,30.7,-11.099998,-24.342104,337.0,452.0,0.12708392456054687,False,REGULAR,USD,call,2026-02-06
SPXW260206C06995000,2026-01-30 20:55:19+00:00,6995.0,27.98,27.7,28.0,-5.220001,-15.722895,248.0,210.0,0.12439458988189699,False,REGULAR,USD,call,2026-02-06
SPXW260206C07000000,2026-01-30 20:58:16+00:00,7000.0,25.9,25.8,26.1,-12.230001,-32.158825,2168.0,8852.0,0.12358969680786133,False,REGULAR,USD,call,2026-02-06
SPXW260206C07005000,2026-01-30 20:57:21+00:00,7005.0,24.27,24.0,24.4,-12.0,-33.869602,444.0,409.0,0.12312430839538574,False,REGULAR,USD,call,2026-02-06
SPXW260206C07010000,2026-01-30 20:57:10+00:00,7010.0,22.3,22.1,22.4,-11.73,-34.469585,985.0,810.0,0.12158700077056885,False,REGULAR,USD,call,2026-02-06
SPXW260206C07015000,2026-01-30 20:57:10+00:00,7015.0,20.4,19.8,20.1,-10.130001,-33.18048,597.0,387.0,0.11889766609191893,False,REGULAR,USD,call,2026-02-06
SPXW260206C07020000,2026-01-30 20:57:24+00:00,7020.0,18.5,18.5,18.6,-10.0,-35.08772,973.0,458.0,0.11827587665557861,False,REGULAR,USD,call,2026-02-06
SPXW260206C07025000,2026-01-30 20:57:48+00:00,7025.0,16.85,16.7,17.1,-9.15,-35.192307,1180.0,2617.0,0.11741757835388184,False,REGULAR,USD,call,2026-02-06
SPXW260206C07030000,2026-01-30 20:56:30+00:00,7030.0,15.07,15.1,15.5,-10.030001,-39.96016,808.0,573.0,0.11597563720703125,False,REGULAR,USD,call,2026-02-06
SPXW260206C07035000,2026-01-30 20:56:59+00:00,7035.0,13.85,13.5,13.8,-9.619999,-40.98849,573.0,623.0,0.11388520401000976,False,REGULAR,USD,call,2026-02-06
SPXW260206C07040000,2026-01-30 20:54:47+00:00,7040.0,11.0,12.0,12.3,-8.9,-44.723618,855.0,1028.0,0.11211520217895507,False,REGULAR,USD,call,2026-02-06
SPXW260206C07045000,2026-01-30 20:56:32+00:00,7045.0,10.68,10.9,11.2,-7.879999,-42.456894,1025.0,1539.0,0.11145145149230956,False,REGULAR,USD,call,2026-02-06
SPXW260206C07050000,2026-01-30 20:56:35+00:00,7050.0,9.32,9.6,9.8,-6.880001,-42.469143,2578.0,5900.0,0.10934575965881346,False,REGULAR,USD,call,2026-02-06
SPXW260206C07055000,2026-01-30 20:57:24+00:00,7055.0,8.6,8.5,8.7,-6.6099997,-43.45825,549.0,299.0,0.10804114624023436,False,REGULAR,USD,call,2026-02-06
SPXW260206C07060000,2026-01-30 20:54:49+00:00,7060.0,6.7,7.5,7.7,-6.84,-50.516987,3220.0,3135.0,0.10679756736755372,False,REGULAR,USD,call,2026-02-06
SPXW260206C07065000,2026-01-30 20:49:51+00:00,7065.0,7.7,6.4,6.6,-4.4700003,-36.729664,488.0,181.0,0.1047071341705322,False,REGULAR,USD,call,2026-02-06
SPXW260206C07070000,2026-01-30 20:57:52+00:00,7070.0,5.61,5.4,5.6,-5.2099996,-48.151566,1735.0,1234.0,0.10259381301879883,False,REGULAR,USD,call,2026-02-06
SPXW260206C07075000,2026-01-30 20:56:35+00:00,7075.0,4.7,4.5,4.7,-5.0,-51.546394,1074.0,1945.0,0.10047286254882812,False,REGULAR,USD,call,2026-02-06
SPXW260206C07080000,2026-01-30 20:57:52+00:00,7080.0,4.15,4.0,4.3,-5.7999997,-58.0,917.0,1500.0,0.10079329391479491,False,REGULAR,USD,call,2026-02-06
SPXW260206C07085000,2026-01-30 20:51:46+00:00,7085.0,4.0,3.4,3.6,-3.4,-45.945946,721.0,521.0,0.09897751617431641,False,REGULAR,USD,call,2026-02-06
SPXW260206C07090000,2026-01-30 20:56:45+00:00,7090.0,2.92,2.8,3.0,-3.83,-56.74074,703.0,1634.0,0.09728380752563476,False,REGULAR,USD,call,2026-02-06
SPXW260206C07095000,2026-01-30 20:48:54+00:00,7095.0,2.8,2.3,2.5,-3.1000001,-52.542374,656.0,535.0,0.09581897842407228,False,REGULAR,USD,call,2026-02-06
SPXW260206C07100000,2026-01-30 20:57:33+00:00,7100.0,1.95,1.9,2.0,-3.2499998,-62.499996,2907.0,4145.0,0.0937438038635254,False,REGULAR,USD,call,2026-02-06
SPXW260206C07105000,2026-01-30 20:58:13+00:00,7105.0,1.45,1.45,1.6,-3.1699998,-68.614716,716.0,335.0,0.0919585433959961,False,REGULAR,USD,call,2026-02-06
SPXW260206C07110000,2026-01-30 20:57:01+00:00,7110.0,1.35,1.2,1.25,-2.85,-67.85715,872.0,554.0,0.0900054379272461,False,REGULAR,USD,call,2026-02-06
SPXW260206C07115000,2026-01-30 20:57:36+00:00,7115.0,1.0,1.0,1.05,-2.59,-72.14485,477.0,755.0,0.08939509246826172,False,REGULAR,USD,call,2026-02-06
SPXW260206C07120000,2026-01-30 20:57:36+00:00,7120.0,0.8,0.8,0.9,-2.28,-74.02598,968.0,779.0,0.0891814715576172,False,REGULAR,USD,call,2026-02-06
